gene,ensembl_id,span_kb,whole_cell_CPM,nuclear_CPM,ratio,exonic_kb,intronic_kb,intron_fraction
Dnah1,ENSMUSG00000019027,63.583,1.3368,0.9573,0.7161,13.043,50.54,0.7949
Mtdh,ENSMUSG00000022255,63.658,91.5237,114.3186,1.2491,15.347,48.311,0.7589
Rala,ENSMUSG00000008859,63.668,136.633,112.7927,0.8255,2.899,60.769,0.9545
Abca8b,ENSMUSG00000020620,63.675,26.1452,109.7969,4.1995,7.423,56.252,0.8834
Cog6,ENSMUSG00000027742,63.685,25.9639,21.8715,0.8424,4.957,58.728,0.9222
Lamc2,ENSMUSG00000026479,63.691,7.9472,4.7829,0.6018,8.039,55.652,0.8738
Cnbd2,ENSMUSG00000038085,63.713,3.1312,10.272,3.2805,3.879,59.834,0.9391
Rab11a,ENSMUSG00000004771,63.733,239.3893,89.4643,0.3737,2.992,60.741,0.9531
Fam169a,ENSMUSG00000041817,63.761,34.2775,39.6337,1.1563,6.082,57.679,0.9046
Txnrd1,ENSMUSG00000020250,63.761,119.6944,73.4339,0.6135,7.086,56.675,0.8889
Psip1,ENSMUSG00000028484,63.775,137.6636,157.2637,1.1424,5.082,58.693,0.9203
Elk3,ENSMUSG00000008398,63.78,5.5572,12.846,2.3116,4.55,59.23,0.9287
Ndel1,ENSMUSG00000018736,63.808,99.8072,86.189,0.8636,3.253,60.555,0.949
Prpf6,ENSMUSG00000002455,63.808,18.3118,55.139,3.0111,3.859,59.949,0.9395
Cpeb4,ENSMUSG00000020300,63.823,94.9952,115.7229,1.2182,6.369,57.454,0.9002
Kctd18,ENSMUSG00000054770,63.855,13.9787,28.0655,2.0077,12.973,50.882,0.7968
Hycc2,ENSMUSG00000038174,63.859,47.2839,90.6437,1.917,12.041,51.818,0.8114
Dus2,ENSMUSG00000031901,63.869,4.3613,19.6438,4.5042,3.367,60.502,0.9473
Epn2,ENSMUSG00000001036,63.873,83.269,107.5362,1.2914,5.228,58.645,0.9182
Cep120,ENSMUSG00000048799,63.949,80.1306,101.7453,1.2697,6.861,57.088,0.8927
Orc5,ENSMUSG00000029012,63.949,19.6519,27.4248,1.3955,6.166,57.783,0.9036
Zfyve26,ENSMUSG00000066440,63.958,8.1887,29.0506,3.5476,18.957,45.001,0.7036
Lpcat2,ENSMUSG00000033192,63.991,1.578,10.6181,6.7289,3.388,60.603,0.9471
Fktn,ENSMUSG00000028414,63.997,48.0396,75.3065,1.5676,8.426,55.571,0.8683
Baiap2,ENSMUSG00000025372,64.022,15.3463,21.7729,1.4188,4.992,59.03,0.922
Mapk1,ENSMUSG00000063358,64.072,219.6794,143.5352,0.6534,7.11,56.962,0.889
Dytn,ENSMUSG00000069085,64.076,0.2975,3.0734,10.3298,6.143,57.933,0.9041
Rrbp1,ENSMUSG00000027422,64.077,72.1159,77.2664,1.0714,8.786,55.291,0.8629
Pggt1b,ENSMUSG00000024477,64.103,23.1665,37.7978,1.6316,11.749,52.354,0.8167
Pald1,ENSMUSG00000020092,64.11,9.3783,6.8082,0.726,4.535,59.575,0.9293
Uri1,ENSMUSG00000030421,64.115,49.8413,89.3278,1.7922,3.673,60.442,0.9427
Uhrf2,ENSMUSG00000024817,64.121,42.3422,81.6663,1.9287,8.59,55.531,0.866
Ikbkg,ENSMUSG00000004221,64.177,20.5424,20.2895,0.9877,8.11,56.067,0.8736
Ndst1,ENSMUSG00000054008,64.2,62.2091,69.7193,1.1207,8.279,55.921,0.871
Dicer1,ENSMUSG00000041415,64.21,62.3948,69.9679,1.1214,16.761,47.449,0.739
Rab3b,ENSMUSG00000003411,64.261,68.7585,36.4928,0.5307,3.524,60.737,0.9452
Ldb3,ENSMUSG00000021798,64.295,18.5506,20.6504,1.1132,6.105,58.19,0.905
Acad11,ENSMUSG00000090150,64.348,8.8681,12.3022,1.3872,9.798,54.55,0.8477
Pla2g5,ENSMUSG00000041193,64.363,0.2629,0.2534,0.964,2.884,61.479,0.9552
Uba6,ENSMUSG00000035898,64.418,92.8721,82.5954,0.8893,8.159,56.259,0.8733
Efhb,ENSMUSG00000023931,64.443,0.1675,1.4567,8.6985,4.29,60.153,0.9334
Myt1,ENSMUSG00000010505,64.465,24.7498,58.0798,2.3467,7.191,57.274,0.8885
Rpap2,ENSMUSG00000033773,64.482,13.6238,23.065,1.693,4.136,60.346,0.9359
Rnf115,ENSMUSG00000028098,64.484,78.1378,61.7109,0.7898,2.893,61.591,0.9551
Ildr2,ENSMUSG00000040612,64.494,2.0527,10.3568,5.0455,8.251,56.243,0.8721
Syt7,ENSMUSG00000024743,64.511,72.2649,328.9525,4.552,7.487,57.024,0.8839
Arap1,ENSMUSG00000032812,64.52,5.5532,14.1273,2.544,8.433,56.087,0.8693
Taf4,ENSMUSG00000039117,64.522,12.4793,20.0076,1.6033,4.621,59.901,0.9284
Kif2a,ENSMUSG00000021693,64.528,91.5032,137.1138,1.4985,6.393,58.135,0.9009
Itk,ENSMUSG00000020395,64.553,2.829,2.267,0.8013,5.354,59.199,0.9171
Axin1,ENSMUSG00000024182,64.554,9.8117,35.5406,3.6223,3.828,60.726,0.9407
Ggta1,ENSMUSG00000035778,64.554,9.1533,21.2735,2.3241,4.709,59.845,0.9271
Adipor2,ENSMUSG00000030168,64.557,43.9442,48.104,1.0947,5.979,58.578,0.9074
Rab38,ENSMUSG00000030559,64.57,0.9585,3.6911,3.8509,1.577,62.993,0.9756
Slain2,ENSMUSG00000036087,64.575,30.3858,54.8274,1.8044,8.446,56.129,0.8692
Mthfd1,ENSMUSG00000021048,64.604,6.4937,16.1774,2.4912,4.442,60.162,0.9312
Tmem178,ENSMUSG00000024245,64.617,1.048,4.3479,4.1487,1.696,62.921,0.9738
Lamb1,ENSMUSG00000002900,64.628,6.3252,18.1441,2.8685,9.917,54.711,0.8466
Scarb1,ENSMUSG00000037936,64.629,11.6526,29.3078,2.5151,8.5,56.129,0.8685
Pgs1,ENSMUSG00000017715,64.634,69.2876,43.1967,0.6234,5.333,59.301,0.9175
Jph3,ENSMUSG00000025318,64.653,133.0359,62.1321,0.467,4.457,60.196,0.9311
Virma,ENSMUSG00000040720,64.738,13.9096,52.3967,3.7669,7.138,57.6,0.8897
Rgsl1,ENSMUSG00000042641,64.761,0.2242,2.2907,10.2149,5.219,59.542,0.9194
Svop,ENSMUSG00000042078,64.78,38.7468,55.2723,1.4265,4.556,60.224,0.9297
Usp48,ENSMUSG00000043411,64.782,49.0152,81.641,1.6656,9.686,55.096,0.8505
Eef2k,ENSMUSG00000035064,64.797,17.5542,42.4833,2.4201,7.408,57.389,0.8857
Dhx35,ENSMUSG00000027655,64.849,12.9245,27.2275,2.1067,5.17,59.679,0.9203
Nsun6,ENSMUSG00000026707,64.859,7.88,32.7708,4.1587,5.006,59.853,0.9228
Cltc,ENSMUSG00000047126,64.868,421.9398,252.5961,0.5987,8.499,56.369,0.869
Psma8,ENSMUSG00000036743,64.875,0.2448,0.197,0.8046,2.494,62.381,0.9616
Ndrg3,ENSMUSG00000027634,64.895,118.8106,66.7337,0.5617,8.388,56.507,0.8707
Ston1,ENSMUSG00000033855,64.902,0.4494,7.4512,16.5799,4.521,60.381,0.9303
Septin2,ENSMUSG00000026276,64.943,2.0879,8.4575,4.0507,7.979,56.964,0.8771
Plekhb1,ENSMUSG00000030701,64.958,23.2676,12.8526,0.5524,3.713,61.245,0.9428
Syt10,ENSMUSG00000063260,64.959,1.0716,3.224,3.0085,1.845,63.114,0.9716
Ednra,ENSMUSG00000031616,64.962,17.4506,23.2184,1.3305,5.476,59.486,0.9157
Zgrf1,ENSMUSG00000051278,64.994,1.9156,7.5051,3.9179,10.553,54.441,0.8376
Ptprs,ENSMUSG00000013236,65.03,195.5154,197.9465,1.0124,14.99,50.04,0.7695
Sardh,ENSMUSG00000009614,65.046,0.82,2.0571,2.5088,5.432,59.614,0.9165
Spg11,ENSMUSG00000033396,65.057,3.1068,26.6933,8.5919,8.042,57.015,0.8764
Mrgpra2b,ENSMUSG00000096719,65.063,2.9581,67.3901,22.7814,1.334,63.729,0.9795
Tfec,ENSMUSG00000029553,65.068,0.1532,0.3492,2.2785,5.594,59.474,0.914
Ptk7,ENSMUSG00000023972,65.07,12.7099,44.7,3.5169,5.384,59.686,0.9173
Etnk1,ENSMUSG00000030275,65.086,506.5431,357.44,0.7056,14.151,50.935,0.7826
Abhd3,ENSMUSG00000002475,65.103,9.0953,11.3534,1.2483,2.334,62.769,0.9641
Ap1s3,ENSMUSG00000054702,65.111,2.1833,6.7537,3.0933,2.878,62.233,0.9558
Dcbld2,ENSMUSG00000035107,65.129,35.9018,45.7079,1.2731,8.401,56.728,0.871
Rap1gap,ENSMUSG00000041351,65.14,86.0691,57.7695,0.6712,6.429,58.711,0.9013
Prr14l,ENSMUSG00000054280,65.144,15.49,44.966,2.9029,10.402,54.742,0.8403
Elmod1,ENSMUSG00000041986,65.145,21.2128,20.105,0.9478,4.417,60.728,0.9322
Kif14,ENSMUSG00000041498,65.168,0.2164,1.5943,7.3683,10.358,54.81,0.8411
Ncapd3,ENSMUSG00000035024,65.17,7.0351,34.4303,4.8941,7.891,57.279,0.8789
Lmln,ENSMUSG00000022802,65.176,9.3855,30.5868,3.2589,6.511,58.665,0.9001
Tmtc4,ENSMUSG00000041594,65.183,42.3605,45.3148,1.0697,8.28,56.903,0.873
Gpcpd1,ENSMUSG00000027346,65.199,36.7585,84.8768,2.309,7.289,57.91,0.8882
Erich1,ENSMUSG00000051978,65.208,12.6249,18.5599,1.4701,1.59,63.618,0.9756
Myh14,ENSMUSG00000030739,65.211,49.502,60.1772,1.2157,7.249,57.962,0.8888
Sned1,ENSMUSG00000047793,65.229,2.0968,49.481,23.5984,9.491,55.738,0.8545
Cwc22,ENSMUSG00000027014,65.233,5.9838,26.7894,4.477,6.822,58.411,0.8954
Gk5,ENSMUSG00000041440,65.251,4.3503,29.2756,6.7296,8.493,56.758,0.8698
Ezh2,ENSMUSG00000029687,65.258,2.4827,13.4211,5.4058,6.678,58.58,0.8977
Coro2a,ENSMUSG00000028337,65.265,136.5414,138.1466,1.0118,6.459,58.806,0.901
Ptch1,ENSMUSG00000021466,65.27,18.8739,72.8855,3.8617,14.185,51.085,0.7827
Gm45844,ENSMUSG00000110105,65.272,3.4518,15.3404,4.4441,6.687,58.585,0.8976
Lpar3,ENSMUSG00000036832,65.278,28.0112,65.109,2.3244,2.464,62.814,0.9623
Grb2,ENSMUSG00000059923,65.29,120.8829,121.903,1.0084,2.916,62.374,0.9553
Por,ENSMUSG00000005514,65.295,25.487,44.5362,1.7474,4.021,61.274,0.9384
Tcerg1,ENSMUSG00000024498,65.324,39.3242,63.5119,1.6151,8.302,57.022,0.8729
Washc4,ENSMUSG00000034560,65.374,35.4548,80.2846,2.2644,6.098,59.276,0.9067
Mxi1,ENSMUSG00000025025,65.389,32.6334,60.7193,1.8606,6.823,58.566,0.8957
Ehd4,ENSMUSG00000027293,65.438,48.2652,39.1028,0.8102,4.007,61.431,0.9388
Usp31,ENSMUSG00000063317,65.439,106.7575,151.3912,1.4181,10.304,55.135,0.8425
Sarnp,ENSMUSG00000078427,65.446,134.6953,73.8368,0.5482,1.36,64.086,0.9792
Pdgfrl,ENSMUSG00000031595,65.447,0.6555,4.9454,7.5442,3.126,62.321,0.9522
Slc28a3,ENSMUSG00000021553,65.478,0.1333,0.2896,2.1721,7.902,57.576,0.8793
Ntf3,ENSMUSG00000049107,65.498,0.3635,1.2078,3.3225,1.714,63.784,0.9738
Naa16,ENSMUSG00000022020,65.52,6.9312,34.3175,4.9512,15.08,50.44,0.7698
Scarb2,ENSMUSG00000029426,65.523,101.5504,93.2392,0.9182,6.285,59.238,0.9041
Glce,ENSMUSG00000032252,65.54,43.3515,42.7989,0.9873,6.828,58.712,0.8958
Srl,ENSMUSG00000022519,65.556,5.7493,10.8892,1.894,5.325,60.231,0.9188
Fancd2,ENSMUSG00000034023,65.57,0.7393,1.5489,2.095,7.937,57.633,0.879
Mtcl3,ENSMUSG00000038916,65.593,162.0658,298.7451,1.8434,4.175,61.418,0.9363
Kcnip3,ENSMUSG00000079056,65.596,33.2329,90.0473,2.7096,4.011,61.585,0.9389
Ell2,ENSMUSG00000001542,65.607,16.5471,29.1892,1.764,9.828,55.779,0.8502
Limk2,ENSMUSG00000020451,65.648,76.5976,100.781,1.3157,6.099,59.549,0.9071
Qtrt2,ENSMUSG00000022704,65.682,10.3932,14.0336,1.3503,4.629,61.053,0.9295
Slk,ENSMUSG00000025060,65.701,70.1322,101.1505,1.4423,8.356,57.345,0.8728
Pik3r5,ENSMUSG00000020901,65.736,0.2707,1.5266,5.6404,5.55,60.186,0.9156
Grip2,ENSMUSG00000030098,65.741,7.0277,12.4832,1.7763,9.359,56.382,0.8576
Pot1a,ENSMUSG00000029676,65.755,16.3665,27.1388,1.6582,8.669,57.086,0.8682
Chsy1,ENSMUSG00000032640,65.776,12.5691,23.71,1.8864,4.176,61.6,0.9365
Dcun1d3,ENSMUSG00000048787,65.795,20.6331,41.5367,2.0131,7.838,57.957,0.8809
1110004F10Rik,ENSMUSG00000030663,65.813,165.5698,70.2009,0.424,2.49,63.323,0.9622
Gm9195,ENSMUSG00000109446,65.825,0.1004,0.9984,9.9402,8.87,56.955,0.8652
Shld1,ENSMUSG00000044991,65.86,19.6394,30.1879,1.5371,2.117,63.743,0.9679
Spopl,ENSMUSG00000026771,65.906,25.8841,54.9031,2.1211,10.28,55.626,0.844
Uso1,ENSMUSG00000029407,65.964,62.9704,83.0552,1.319,5.847,60.117,0.9114
Arhgap29,ENSMUSG00000039831,65.985,11.0248,20.973,1.9023,8.815,57.17,0.8664
Cep162,ENSMUSG00000056919,65.994,7.346,29.3058,3.9893,11.607,54.387,0.8241
Neto2,ENSMUSG00000036902,65.996,76.63,64.8008,0.8456,6.129,59.867,0.9071
Cacna1g,ENSMUSG00000020866,66.013,3.6258,6.8629,1.8928,10.137,55.876,0.8464
Xrn2,ENSMUSG00000027433,66.038,19.6669,48.9946,2.4912,3.981,62.057,0.9397
B3gntl1,ENSMUSG00000046605,66.059,1.5021,19.0289,12.6685,3.518,62.541,0.9467
Acsl1,ENSMUSG00000018796,66.082,77.7297,67.6594,0.8704,10.483,55.599,0.8414
Patl2,ENSMUSG00000027233,66.1,0.3807,1.2996,3.4139,2.434,63.666,0.9632
Ints4,ENSMUSG00000025133,66.116,9.9818,24.4695,2.4514,7.038,59.078,0.8936
Syk,ENSMUSG00000021457,66.132,0.6161,2.4536,3.9827,9.362,56.77,0.8584
Sptan1,ENSMUSG00000057738,66.135,264.4867,405.9921,1.535,13.431,52.704,0.7969
Cpt1a,ENSMUSG00000024900,66.143,76.0868,67.5627,0.888,7.642,58.501,0.8845
Smyd4,ENSMUSG00000018809,66.153,11.7489,18.778,1.5983,4.329,61.824,0.9346
Gpbp1,ENSMUSG00000032745,66.201,63.6026,36.0585,0.5669,3.905,62.296,0.941
Rbm27,ENSMUSG00000024491,66.209,33.1675,52.5339,1.5839,6.643,59.566,0.8997
Cfap57,ENSMUSG00000028730,66.226,0.9342,3.4191,3.6598,4.02,62.206,0.9393
Bzw2,ENSMUSG00000020547,66.245,19.1442,24.0069,1.254,5.413,60.832,0.9183
St7l,ENSMUSG00000045576,66.301,17.7911,75.4582,4.2413,11.136,55.165,0.832
Gng7,ENSMUSG00000048240,66.332,10.1636,10.1297,0.9967,3.786,62.546,0.9429
Coro1c,ENSMUSG00000004530,66.351,95.1543,58.1989,0.6116,9.664,56.687,0.8544
Plod2,ENSMUSG00000032374,66.375,8.0298,15.4989,1.9302,5.392,60.983,0.9188
Blnk,ENSMUSG00000061132,66.383,0.147,2.9453,20.0369,5.991,60.392,0.9098
Tspan11,ENSMUSG00000030351,66.394,0.1202,1.4788,12.3006,5.326,61.068,0.9198
Lpgat1,ENSMUSG00000026623,66.421,91.018,104.872,1.1522,7.61,58.811,0.8854
Vwa3a,ENSMUSG00000030889,66.425,0.105,1.3586,12.9366,7.205,59.22,0.8915
Nrdc,ENSMUSG00000053510,66.452,51.7805,108.5678,2.0967,7.14,59.312,0.8926
Efcab8,ENSMUSG00000044083,66.473,0.2014,1.9531,9.6963,5.693,60.78,0.9144
Hectd2,ENSMUSG00000041180,66.502,8.885,19.9599,2.2465,9.066,57.436,0.8637
Sp4,ENSMUSG00000025323,66.525,11.2306,43.6034,3.8825,5.77,60.755,0.9133
Spata6l,ENSMUSG00000064202,66.59,2.7799,8.8251,3.1746,2.967,63.623,0.9554
Phactr4,ENSMUSG00000066043,66.655,10.7088,20.2369,1.8897,4.96,61.695,0.9256
Smg7,ENSMUSG00000042772,66.664,38.4729,58.5922,1.5229,6.341,60.323,0.9049
Mark2,ENSMUSG00000024969,66.7,100.1251,142.0501,1.4187,7.942,58.758,0.8809
Bcorl1,ENSMUSG00000036959,66.71,12.433,22.2464,1.7893,8.516,58.194,0.8723
Dennd5a,ENSMUSG00000035901,66.724,108.1202,84.3852,0.7805,8.677,58.047,0.87
Eprs1,ENSMUSG00000026615,66.739,60.4899,97.7755,1.6164,18.102,48.637,0.7288
Spred1,ENSMUSG00000027351,66.753,39.6966,64.8377,1.6333,6.784,59.969,0.8984
Bclaf3,ENSMUSG00000044150,66.771,12.8751,31.4898,2.4458,4.869,61.902,0.9271
N4bp2,ENSMUSG00000037795,66.804,6.0424,11.8618,1.9631,14.946,51.858,0.7763
Nup58,ENSMUSG00000063895,66.819,0.127,1.0655,8.3913,3.602,63.217,0.9461
Ahdc1,ENSMUSG00000037692,66.85,22.2898,38.1619,1.7121,8.444,58.406,0.8737
Srcin1,ENSMUSG00000038453,66.851,76.0213,68.4467,0.9004,10.98,55.871,0.8358
Gtf3c1,ENSMUSG00000032777,66.87,45.7707,55.1418,1.2047,12.018,54.852,0.8203
Trmt11,ENSMUSG00000019792,66.894,6.961,25.1225,3.6091,5.308,61.586,0.9207
Cdh1,ENSMUSG00000000303,66.939,27.0149,88.1954,3.2647,4.574,62.365,0.9317
Elfn1,ENSMUSG00000048988,66.966,14.141,15.4475,1.0924,4.172,62.794,0.9377
Tspan2,ENSMUSG00000027858,67.016,25.6057,33.402,1.3045,4.755,62.261,0.929
Edem3,ENSMUSG00000043019,67.028,17.2263,48.1297,2.794,6.381,60.647,0.9048
Rbms2,ENSMUSG00000040043,67.06,19.9199,15.1315,0.7596,4.484,62.576,0.9331
Cnrip1,ENSMUSG00000044629,67.091,70.6989,76.4844,1.0818,4.003,63.088,0.9403
Gpr107,ENSMUSG00000000194,67.109,29.1884,56.0783,1.9213,12.766,54.343,0.8098
Synpo,ENSMUSG00000043079,67.127,16.3671,21.6207,1.321,9.533,57.594,0.858
Xdh,ENSMUSG00000024066,67.196,1.2066,2.4805,2.0559,9.175,58.021,0.8635
Wdr20,ENSMUSG00000037957,67.217,6.711,40.6199,6.0527,5.593,61.624,0.9168
Faxc,ENSMUSG00000028246,67.252,10.3311,58.0124,5.6153,8.362,58.89,0.8757
Slc38a6,ENSMUSG00000044712,67.288,5.3521,45.8767,8.5718,7.783,59.505,0.8843
Zfp831,ENSMUSG00000050600,67.298,0.1805,0.3836,2.1255,9.807,57.491,0.8543
Radil,ENSMUSG00000029576,67.301,9.4123,47.9667,5.0962,4.803,62.498,0.9286
Ddx31,ENSMUSG00000026806,67.342,8.3777,15.5346,1.8543,3.534,63.808,0.9475
Lpin2,ENSMUSG00000024052,67.354,32.5162,50.8101,1.5626,12.233,55.121,0.8184
Rassf3,ENSMUSG00000025795,67.366,18.1135,24.2579,1.3392,3.826,63.54,0.9432
Twist2,ENSMUSG00000007805,67.366,3.1407,2.0053,0.6385,3.174,64.192,0.9529
Npr3,ENSMUSG00000022206,67.391,0.6673,2.0098,3.0116,9.389,58.002,0.8607
Zzz3,ENSMUSG00000039068,67.436,36.7031,68.211,1.8585,11.499,55.937,0.8295
Barx2,ENSMUSG00000032033,67.44,1.6103,1.3759,0.8544,1.968,65.472,0.9708
Ccdc158,ENSMUSG00000050050,67.454,0.6617,0.4891,0.7392,6.207,61.247,0.908
Adam9,ENSMUSG00000031555,67.47,44.2279,34.7249,0.7851,4.115,63.355,0.939
Ercc6,ENSMUSG00000054051,67.496,6.7382,22.0199,3.2679,12.851,54.645,0.8096
Pus10,ENSMUSG00000020280,67.519,4.1466,42.3731,10.2188,4.325,63.194,0.9359
T2,ENSMUSG00000058159,67.521,1.5199,7.8696,5.1777,2.862,64.659,0.9576
Cngb1,ENSMUSG00000031789,67.541,0.6219,3.1087,4.9984,9.355,58.186,0.8615
Atp7b,ENSMUSG00000006567,67.551,0.2605,0.5916,2.2707,6.505,61.046,0.9037
Smad4,ENSMUSG00000024515,67.572,45.8326,71.0024,1.5492,3.712,63.86,0.9451
Mtcl2,ENSMUSG00000055485,67.602,4.2924,41.4458,9.6557,7.984,59.618,0.8819
Sgsm1,ENSMUSG00000042216,67.608,59.3579,55.0599,0.9276,7.466,60.142,0.8896
Sae1,ENSMUSG00000052833,67.639,56.6969,58.0064,1.0231,2.597,65.042,0.9616
Dync1h1,ENSMUSG00000018707,67.649,325.9097,503.3146,1.5443,15.658,51.991,0.7685
Ep300,ENSMUSG00000055024,67.666,17.0465,67.624,3.967,14.273,53.393,0.7891
Ogdh,ENSMUSG00000020456,67.682,215.9912,149.6937,0.6931,5.456,62.226,0.9194
Ppip5k2,ENSMUSG00000040648,67.684,28.9402,61.889,2.1385,14.381,53.303,0.7875
Kif15,ENSMUSG00000036768,67.695,0.2052,1.6353,7.9708,11.02,56.675,0.8372
Chd1,ENSMUSG00000023852,67.71,20.8167,51.1524,2.4573,8.721,58.989,0.8712
Parp11,ENSMUSG00000037997,67.715,15.2744,20.1275,1.3177,7.026,60.689,0.8962
Dennd2c,ENSMUSG00000007379,67.726,0.3553,1.3842,3.8957,6.858,60.868,0.8987
Usp43,ENSMUSG00000020905,67.733,0.3429,0.7907,2.306,4.745,62.988,0.9299
Fn1,ENSMUSG00000026193,67.746,0.9793,15.4731,15.8006,11.685,56.061,0.8275
Pkig,ENSMUSG00000035268,67.786,107.3659,49.3919,0.46,3.99,63.796,0.9411
Lemd1,ENSMUSG00000079330,67.796,1.8779,4.6196,2.46,3.685,64.111,0.9456
Rnf182,ENSMUSG00000044164,67.816,25.0954,29.1636,1.1621,3.609,64.207,0.9468
Drd2,ENSMUSG00000032259,67.823,18.4962,6.1178,0.3308,2.547,65.276,0.9624
Fbxl20,ENSMUSG00000020883,67.847,33.5538,120.7733,3.5994,12.106,55.741,0.8216
Srrm3,ENSMUSG00000039860,67.882,38.3836,174.3831,4.5432,6.406,61.476,0.9056
Shisal1,ENSMUSG00000062760,67.894,45.6935,59.4164,1.3003,6.551,61.343,0.9035
Itpr3,ENSMUSG00000042644,67.895,10.0906,14.6566,1.4525,9.019,58.876,0.8672
Zfand4,ENSMUSG00000042213,67.913,2.2458,16.2848,7.2511,4.115,63.798,0.9394
Asb18,ENSMUSG00000067081,67.915,0.8733,2.2358,2.5603,4.07,63.845,0.9401
Anapc10,ENSMUSG00000036977,67.924,17.9114,43.5105,2.4292,4.837,63.087,0.9288
Map2k1,ENSMUSG00000004936,67.944,146.1494,66.2308,0.4532,3.391,64.553,0.9501
Ptpn9,ENSMUSG00000032290,67.957,68.2524,141.4881,2.073,4.657,63.3,0.9315
Yipf1,ENSMUSG00000057375,67.983,31.7591,38.8213,1.2224,6.783,61.2,0.9002
Smim35,ENSMUSG00000091996,68.013,0.4376,1.0706,2.4463,2.404,65.609,0.9647
3110009E18Rik,ENSMUSG00000026388,68.058,5.2318,8.5697,1.638,2.428,65.63,0.9643
Dlgap3,ENSMUSG00000042388,68.097,54.568,74.0012,1.3561,4.521,63.576,0.9336
Pxk,ENSMUSG00000033885,68.149,23.2452,57.24,2.4624,4.042,64.107,0.9407
Zfr,ENSMUSG00000022201,68.158,153.6665,235.4872,1.5325,5.911,62.247,0.9133
Maoa,ENSMUSG00000025037,68.164,66.2636,53.9496,0.8142,4.167,63.997,0.9389
Gnptab,ENSMUSG00000035311,68.197,27.4743,32.2143,1.1725,5.883,62.314,0.9137
Osbpl5,ENSMUSG00000037606,68.229,36.4916,24.2826,0.6654,4.915,63.314,0.928
Atp2b3,ENSMUSG00000031376,68.23,8.5956,47.5186,5.5283,4.82,63.41,0.9294
Vrk1,ENSMUSG00000021115,68.231,8.2763,15.2119,1.838,5.122,63.109,0.9249
Lancl3,ENSMUSG00000047344,68.243,16.5226,12.423,0.7519,3.991,64.252,0.9415
Plxdc1,ENSMUSG00000017417,68.25,1.2006,6.1694,5.1388,4.836,63.414,0.9291
Plpp1,ENSMUSG00000021759,68.256,40.8304,55.6567,1.3631,1.75,66.506,0.9744
Agl,ENSMUSG00000033400,68.269,48.3461,71.2048,1.4728,14.023,54.246,0.7946
Slc13a3,ENSMUSG00000018459,68.32,2.5079,5.037,2.0085,5.215,63.105,0.9237
Smc5,ENSMUSG00000024943,68.341,16.515,69.2205,4.1914,6.788,61.553,0.9007
Shprh,ENSMUSG00000090112,68.343,18.7385,48.1405,2.5691,14.066,54.277,0.7942
Slc45a4,ENSMUSG00000079020,68.343,39.0496,59.081,1.513,8.471,59.872,0.8761
Abca5,ENSMUSG00000018800,68.347,65.2985,88.2224,1.3511,11.437,56.91,0.8327
Il17rd,ENSMUSG00000040717,68.354,2.7874,9.2586,3.3216,10.985,57.369,0.8393
Dph5,ENSMUSG00000033554,68.354,13.3017,23.3923,1.7586,8.027,60.327,0.8826
Abcb1b,ENSMUSG00000028970,68.395,4.2103,13.3795,3.1778,7.99,60.405,0.8832
Abcb4,ENSMUSG00000042476,68.395,12.2989,37.7973,3.0732,9.383,59.012,0.8628
Ppara,ENSMUSG00000022383,68.411,1.0025,13.8398,13.8059,3.836,64.575,0.9439
Slc30a7,ENSMUSG00000054414,68.439,12.2574,35.6179,2.9058,11.116,57.323,0.8376
Vcf2,ENSMUSG00000041353,68.497,50.6482,34.3621,0.6784,7.621,60.876,0.8887
Vipr2,ENSMUSG00000011171,68.537,0.1184,0.7006,5.9196,4.463,64.074,0.9349
Cldnd1,ENSMUSG00000022744,68.56,107.5031,45.4578,0.4229,2.563,65.997,0.9626
Rc3h1,ENSMUSG00000040423,68.566,113.1552,212.1214,1.8746,11.423,57.143,0.8334
Neil3,ENSMUSG00000039396,68.569,0.1143,0.4833,4.23,5.555,63.014,0.919
Deup1,ENSMUSG00000039977,68.606,0.6329,1.1327,1.7898,3.311,65.295,0.9517
Mgat5b,ENSMUSG00000043857,68.622,18.3368,27.116,1.4788,4.596,64.026,0.933
Gm4924,ENSMUSG00000073427,68.643,5.0502,29.6523,5.8715,6.302,62.341,0.9082
Vwde,ENSMUSG00000079679,68.666,0.2705,1.7187,6.3535,7.287,61.379,0.8939
Pten,ENSMUSG00000013663,68.675,147.4249,282.2638,1.9146,11.507,57.168,0.8324
Gm21992,ENSMUSG00000096370,68.699,0.9266,61.5569,66.4336,5.78,62.919,0.9159
Zdhhc17,ENSMUSG00000035798,68.699,113.523,147.9261,1.3031,7.048,61.651,0.8974
Ptbp2,ENSMUSG00000028134,68.729,117.118,101.7074,0.8684,9.175,59.554,0.8665
Hipk3,ENSMUSG00000027177,68.751,90.2029,62.6264,0.6943,7.987,60.764,0.8838
Npnt,ENSMUSG00000040998,68.751,0.6291,3.2797,5.2137,5.026,63.725,0.9269
Kcnj16,ENSMUSG00000051497,68.774,1.5247,1.4811,0.9714,3.936,64.838,0.9428
Ppard,ENSMUSG00000002250,68.774,7.7836,25.9793,3.3377,7.514,61.26,0.8907
Tbc1d2b,ENSMUSG00000037410,68.777,5.7687,11.0153,1.9095,8.799,59.978,0.8721
Pgr,ENSMUSG00000031870,68.782,9.0079,9.5597,1.0613,8.546,60.236,0.8758
